group                      , name                         , kind       , data_gen      , n_samples, n_features, algorithm, metric     , min_samples, min_cluster_size, knn_k, k_graph, density, n_repeats, elapsed_sec, peak_mem_bytes, peak_mem_MB, mst_n_edges, mst_n_inf_edges, mst_total_weight    , mst_max_weight     , core_dist_mean     , neighbors_shape, n_clusters, n_noise, noise_fraction, graph_nnz, graph_density, all_timings_sec                  , timing_std_sec, error
mst_only                   , kruskal_knn_20_n2000         , mst        , blobs         ,      2000,         10, kruskal  , euclidean  ,           5,                 ,    20,        ,        ,          ,    0.005955,        2114332,        2.11,        1999,               9,   494.934479895498  , 0.42446131366404766, 0.2481977537928667 , "[2000, 5]"    ,           ,        ,               ,          ,              ,                                  ,               , 
mst_only                   , boruvka_n5000                , mst        , blobs         ,      5000,         10, boruvka  , euclidean  ,           5,                 ,      ,        ,        ,          ,    0.023319,         957196,        0.96,        4999,               0,  1099.3819450076144 , 3.5858307201302986 , 0.21447528898715973, "[5000, 5]"    ,           ,        ,               ,          ,              ,                                  ,               , 
mst_only                   , kruskal_knn_20_n5000         , mst        , blobs         ,      5000,         10, kruskal  , euclidean  ,           5,                 ,    20,        ,        ,          ,    0.016774,        5276846,        5.28,        4999,               9,  1228.3805263059248 , 0.5089254361249675 , 0.24584675589714733, "[5000, 5]"    ,           ,        ,               ,          ,              ,                                  ,               , 
mst_only                   , boruvka_n10000               , mst        , blobs         ,     10000,         10, boruvka  , euclidean  ,           5,                 ,      ,        ,        ,          ,    0.069644,        1911246,        1.91,        9999,               0,  2219.3264735071757 , 3.3926371567618907 , 0.21919579803943634, "[10000, 5]"   ,           ,        ,               ,          ,              ,                                  ,               , 
mst_only                   , kruskal_knn_20_n10000        , mst        , blobs         ,     10000,         10, kruskal  , euclidean  ,           5,                 ,    20,        ,        ,          ,    0.037039,       10549774,       10.55,        9999,               9,  2168.3304743251497 , 0.4005109652662364 , 0.21686855973892094, "[10000, 5]"   ,           ,        ,               ,          ,              ,                                  ,               , 
mst_only                   , boruvka_n25000               , mst        , blobs         ,     25000,         10, boruvka  , euclidean  ,           5,                 ,      ,        ,        ,          ,    0.218376,        4814958,        4.81,       24999,               0,  4952.062313351975  , 3.784749453074323  , 0.19699200987815857, "[25000, 5]"   ,           ,        ,               ,          ,              ,                                  ,               , 
mst_only                   , kruskal_knn_20_n25000        , mst        , blobs         ,     25000,         10, kruskal  , euclidean  ,           5,                 ,    20,        ,        ,          ,    0.138519,       26407342,       26.41,       24999,               9,  4814.1674402180915 , 0.38779586525774107, 0.19252149066453708, "[25000, 5]"   ,           ,        ,               ,          ,              ,                                  ,               , 
mst_only                   , boruvka_n50000               , mst        , blobs         ,     50000,         10, boruvka  , euclidean  ,           5,                 ,      ,        ,        ,          ,    0.655342,        9626574,        9.63,       49999,               0,  8837.379471749555  , 4.234816412070931  , 0.1761847287416458 , "[50000, 5]"   ,           ,        ,               ,          ,              ,                                  ,               , 
mst_only                   , kruskal_knn_20_n50000        , mst        , blobs         ,     50000,         10, kruskal  , euclidean  ,           5,                 ,    20,        ,        ,          ,    0.380164,       52810766,       52.81,       49999,               9,  8410.305592495733  , 0.37375627343389234, 0.16815170011325775, "[50000, 5]"   ,           ,        ,               ,          ,              ,                                  ,               , 
mst_only                   , boruvka_n100000              , mst        , blobs         ,    100000,         10, boruvka  , euclidean  ,           5,                 ,      ,        ,        ,          ,    1.477483,       19249758,       19.25,       99999,               0, 17182.405668108848  , 3.8525384436390504 , 0.1715060919523239 , "[100000, 5]"  ,           ,        ,               ,          ,              ,                                  ,               , 
mst_only                   , kruskal_knn_20_n100000       , mst        , blobs         ,    100000,         10, kruskal  , euclidean  ,           5,                 ,    20,        ,        ,          ,    1.030656,      105617614,      105.62,       99999,               9, 19235.837650644957  , 0.4347162237488149 , 0.192285110982175  , "[100000, 5]"  ,           ,        ,               ,          ,              ,                                  ,               , 
time_complexity_euclidean  , boruvka_n500                 , mst        , blobs         ,       500,         10, boruvka  , euclidean  ,           5,                 ,      ,        ,        ,         3,    0.001521,          99086,        0.1 ,         499,               0,   177.61272234762106, 3.7592683061916468 , 0.30489298701286316, "[500, 5]"     ,           ,        ,               ,          ,              , "[0.001615, 0.001447, 0.001521]" , 6.9e-05       , 
time_complexity_euclidean  , kruskal_knn_20_n500          , mst        , blobs         ,       500,         10, kruskal  , euclidean  ,           5,                 ,    20,        ,        ,         3,    0.00167 ,         531534,        0.53,         499,               9,   153.12153487046956, 0.4710153359459556 , 0.3106984202556239 , "[500, 5]"     ,           ,        ,               ,          ,              , "[0.002466, 0.001647, 0.00167]"  , 0.000381      , 
time_complexity_euclidean  , boruvka_n1000                , mst        , blobs         ,      1000,         10, boruvka  , euclidean  ,           5,                 ,      ,        ,        ,         3,    0.002667,         194830,        0.19,         999,               0,   294.9924399990234 , 4.225492839171157  , 0.26769036054611206, "[1000, 5]"    ,           ,        ,               ,          ,              , "[0.002667, 0.002629, 0.002697]" , 2.8e-05       , 
time_complexity_euclidean  , kruskal_knn_20_n1000         , mst        , blobs         ,      1000,         10, kruskal  , euclidean  ,           5,                 ,    20,        ,        ,         3,    0.003516,        1059118,        1.06,         999,               9,   282.30954242832263, 0.4472779351418566 , 0.28409266290392743, "[1000, 5]"    ,           ,        ,               ,          ,              , "[0.003717, 0.003516, 0.002886]" , 0.000354      , 
time_complexity_euclidean  , boruvka_n2000                , mst        , blobs         ,      2000,         10, boruvka  , euclidean  ,           5,                 ,      ,        ,        ,         3,    0.012846,         386318,        0.39,        1999,               0,   523.0461721294889 , 3.6404674315838017 , 0.24728451669216156, "[2000, 5]"    ,           ,        ,               ,          ,              , "[0.01867, 0.010335, 0.012846]"  , 0.003491      , 
time_complexity_euclidean  , kruskal_knn_20_n2000         , mst        , blobs         ,      2000,         10, kruskal  , euclidean  ,           5,                 ,    20,        ,        ,         3,    0.007804,        2114334,        2.11,        1999,               9,   558.2627831733907 , 0.47114138955412993, 0.27987245538398736, "[2000, 5]"    ,           ,        ,               ,          ,              , "[0.007712, 0.008197, 0.007804]" , 0.00021       , 
time_complexity_euclidean  , boruvka_n5000                , mst        , blobs         ,      5000,         10, boruvka  , euclidean  ,           5,                 ,      ,        ,        ,         3,    0.026735,         957294,        0.96,        4999,               0,  1091.5798266910033 , 3.8641272564500935 , 0.21267001330852509, "[5000, 5]"    ,           ,        ,               ,          ,              , "[0.033859, 0.025528, 0.026735]" , 0.003676      , 
time_complexity_euclidean  , kruskal_knn_20_n5000         , mst        , blobs         ,      5000,         10, kruskal  , euclidean  ,           5,                 ,    20,        ,        ,         3,    0.022926,        5276814,        5.28,        4999,               9,  1339.7105316529928 , 0.5270027188207429 , 0.26809031972317326, "[5000, 5]"    ,           ,        ,               ,          ,              , "[0.029658, 0.022926, 0.018427]" , 0.004615      , 
time_complexity_euclidean  , boruvka_n10000               , mst        , blobs         ,     10000,         10, boruvka  , euclidean  ,           5,                 ,      ,        ,        ,         3,    0.088627,        1911246,        1.91,        9999,               0,  2051.055394811177  , 3.7511362261807717 , 0.2024177759885788 , "[10000, 5]"   ,           ,        ,               ,          ,              , "[0.093569, 0.088627, 0.083236]" , 0.00422       , 
time_complexity_euclidean  , kruskal_knn_20_n10000        , mst        , blobs         ,     10000,         10, kruskal  , euclidean  ,           5,                 ,    20,        ,        ,         3,    0.042816,       10549774,       10.55,        9999,               9,  2305.921837893698  , 0.4376828458713692 , 0.2306299355658024 , "[10000, 5]"   ,           ,        ,               ,          ,              , "[0.041794, 0.042816, 0.044166]" , 0.000971      , 
time_complexity_euclidean  , boruvka_n20000               , mst        , blobs         ,     20000,         10, boruvka  , euclidean  ,           5,                 ,      ,        ,        ,         3,    0.190141,        3819102,        3.82,       19999,               0,  4113.276380879355  , 3.5167984424025303 , 0.2044455111026764 , "[20000, 5]"   ,           ,        ,               ,          ,              , "[0.167331, 0.270982, 0.190141]" , 0.044471      , 
time_complexity_euclidean  , kruskal_knn_20_n20000        , mst        , blobs         ,     20000,         10, kruskal  , euclidean  ,           5,                 ,    20,        ,        ,         3,    0.09339 ,       21095550,       21.1 ,       19999,               9,  3686.7389441977048 , 0.4163167159424406 , 0.18431600077577345, "[20000, 5]"   ,           ,        ,               ,          ,              , "[0.100779, 0.09339, 0.089565]"  , 0.004654      , 
time_complexity_euclidean  , boruvka_n50000               , mst        , blobs         ,     50000,         10, boruvka  , euclidean  ,           5,                 ,      ,        ,        ,         3,    0.627923,        9626574,        9.63,       49999,               0,  8398.562980910785  , 3.6859484495717503 , 0.1673538237810135 , "[50000, 5]"   ,           ,        ,               ,          ,              , "[0.606613, 0.627923, 0.662759]" , 0.023142      , 
time_complexity_euclidean  , kruskal_knn_20_n50000        , mst        , blobs         ,     50000,         10, kruskal  , euclidean  ,           5,                 ,    20,        ,        ,         3,    0.354312,       52810734,       52.81,       49999,               9,  9121.116158663823  , 0.3966705937284664 , 0.18236285297632548, "[50000, 5]"   ,           ,        ,               ,          ,              , "[0.380594, 0.33565, 0.354312]"  , 0.018436      , 
time_complexity_euclidean  , boruvka_n100000              , mst        , blobs         ,    100000,         10, boruvka  , euclidean  ,           5,                 ,      ,        ,        ,         3,    1.349513,       19249806,       19.25,       99999,               0, 16701.68433753108   , 3.15559969708488   , 0.16671249270439148, "[100000, 5]"  ,           ,        ,               ,          ,              , "[1.483951, 1.260381, 1.349513]" , 0.091895      , 
time_complexity_euclidean  , kruskal_knn_20_n100000       , mst        , blobs         ,    100000,         10, kruskal  , euclidean  ,           5,                 ,    20,        ,        ,         3,    0.84408 ,      105617566,      105.62,       99999,               9, 16961.06400797535   , 0.48967874050522003, 0.16954354187771878, "[100000, 5]"  ,           ,        ,               ,          ,              , "[0.885785, 0.84408, 0.827953]"  , 0.024367      , 
time_complexity_euclidean  , boruvka_n200000              , mst        , blobs         ,    200000,         10, boruvka  , euclidean  ,           5,                 ,      ,        ,        ,         3,    3.86815 ,       38496270,       38.5 ,      199999,               0, 31878.243542071312  , 3.1971661477060582 , 0.15920355916023254, "[200000, 5]"  ,           ,        ,               ,          ,              , "[3.86815, 3.766225, 3.899584]"  , 0.056922      , 
time_complexity_euclidean  , kruskal_knn_20_n200000       , mst        , blobs         ,    200000,         10, kruskal  , euclidean  ,           5,                 ,    20,        ,        ,         3,    3.194968,      211231262,      211.23,      199999,               9, 29099.811427137203  , 0.3653986352381408 , 0.1454395299881046 , "[200000, 5]"  ,           ,        ,               ,          ,              , "[3.235527, 3.194968, 3.06048]"  , 0.074814      , 
time_complexity_euclidean  , kruskal_brute_n500           , mst        , blobs         ,       500,         10, kruskal  , euclidean  ,           5,                 ,      ,        ,        ,         3,    0.017665,        8112099,        8.11,         499,               0,   175.29270374174456, 4.397587056855696  , 0.2972803494574831 , "[500, 5]"     ,           ,        ,               ,          ,              , "[0.017665, 0.017158, 0.017862]" , 0.000297      , 
time_complexity_euclidean  , kruskal_brute_n1000          , mst        , blobs         ,      1000,         10, kruskal  , euclidean  ,           5,                 ,      ,        ,        ,         3,    0.072587,       32219715,       32.22,         999,               0,   303.4195606699695 , 4.371437800159018  , 0.27707335467310473, "[1000, 5]"    ,           ,        ,               ,          ,              , "[0.072842, 0.072587, 0.070893]" , 0.000865      , 
time_complexity_euclidean  , kruskal_brute_n2000          , mst        , blobs         ,      2000,         10, kruskal  , euclidean  ,           5,                 ,      ,        ,        ,         3,    0.323338,      128434947,      128.43,        1999,               0,   527.072927075826  , 3.79943250926845   , 0.2506427275250952 , "[2000, 5]"    ,           ,        ,               ,          ,              , "[0.323338, 0.318982, 0.329662]" , 0.004385      , 
time_complexity_euclidean  , kruskal_brute_n3000          , mst        , blobs         ,      3000,         10, kruskal  , euclidean  ,           5,                 ,      ,        ,        ,         3,    0.82612 ,      288653411,      288.65,        2999,               0,   670.2769095508314 , 3.964724310493721  , 0.21440144953700738, "[3000, 5]"    ,           ,        ,               ,          ,              , "[0.825676, 0.82612, 0.849641]"  , 0.011194      , 
time_complexity_euclidean  , kruskal_brute_n5000          , mst        , blobs         ,      5000,         10, kruskal  , euclidean  ,           5,                 ,      ,        ,        ,         3,    2.431611,      801077411,      801.08,        4999,               0,  1143.3806347587515 , 3.9974879663021325 , 0.22321842497633523, "[5000, 5]"    ,           ,        ,               ,          ,              , "[2.492505, 2.431611, 2.420778]" , 0.031571      , 
time_complexity_euclidean  , kruskal_brute_n7000          , mst        , blobs         ,      7000,         10, kruskal  , euclidean  ,           5,                 ,      ,        ,        ,         3,    5.492178,     1569514339,     1569.51,        6999,               0,  1601.981620743651  , 3.5917088631336225 , 0.22545083393420282, "[7000, 5]"    ,           ,        ,               ,          ,              , "[7.280027, 5.492178, 5.223229]" , 0.912819      , 
time_complexity_precomputed, boruvka_n500                 , mst        , blobs         ,       500,         10, boruvka  , precomputed,           5,                 ,      ,      20,        ,         3,    0.042721,         700818,        0.7 ,         499,              36,   126.67669295323375, 0.41702096260826965, inf                , "[500, 5]"     ,           ,        ,               ,          ,              , "[0.043429, 0.042721, 0.03721]"  , 0.00278       , 
time_complexity_precomputed, kruskal_n500                 , mst        , blobs         ,       500,         10, kruskal  , precomputed,           5,                 ,      ,      20,        ,         3,    0.012695,         703646,        0.7 ,         499,              37,   136.5006203607121 , 0.47257291376795785, inf                , "[500, 5]"     ,           ,        ,               ,          ,              , "[0.015761, 0.012695, 0.0126]"   , 0.001468      , 
time_complexity_precomputed, boruvka_n1000                , mst        , blobs         ,      1000,         10, boruvka  , precomputed,           5,                 ,      ,      20,        ,         3,    0.069409,        1253248,        1.25,         999,             100,   258.90992026437664, 0.4423054065759305 , inf                , "[1000, 5]"    ,           ,        ,               ,          ,              , "[0.069561, 0.064033, 0.069409]" , 0.002571      , 
time_complexity_precomputed, kruskal_n1000                , mst        , blobs         ,      1000,         10, kruskal  , precomputed,           5,                 ,      ,      20,        ,         3,    0.031102,        1235876,        1.24,         999,             105,   240.86515529326084, 0.4323966728328616 , inf                , "[1000, 5]"    ,           ,        ,               ,          ,              , "[0.025629, 0.036803, 0.031102]" , 0.004562      , 
time_complexity_precomputed, boruvka_n2000                , mst        , blobs         ,      2000,         10, boruvka  , precomputed,           5,                 ,      ,      20,        ,         3,    0.149793,        2370834,        2.37,        1999,             239,   485.50562968804024, 0.4195612591614103 , inf                , "[2000, 5]"    ,           ,        ,               ,          ,              , "[0.149793, 0.130779, 0.163322]" , 0.013349      , 
time_complexity_precomputed, kruskal_n2000                , mst        , blobs         ,      2000,         10, kruskal  , precomputed,           5,                 ,      ,      20,        ,         3,    0.068067,        2331646,        2.33,        1999,             261,   451.33597214090213, 0.4298250634220029 , inf                , "[2000, 5]"    ,           ,        ,               ,          ,              , "[0.068067, 0.060024, 0.073557]" , 0.005558      , 
time_complexity_precomputed, boruvka_n5000                , mst        , blobs         ,      5000,         10, boruvka  , precomputed,           5,                 ,      ,      20,        ,         3,    0.41226 ,        5271718,        5.27,        4999,             782,   830.1732969840041 , 0.3128166764959677 , inf                , "[5000, 5]"    ,           ,        ,               ,          ,              , "[0.41226, 0.404569, 0.414434]"  , 0.004232      , 
time_complexity_precomputed, kruskal_n5000                , mst        , blobs         ,      5000,         10, kruskal  , precomputed,           5,                 ,      ,      20,        ,         3,    0.164872,        5407058,        5.41,        4999,             699,  1038.8183721450168 , 0.39255182612879375, inf                , "[5000, 5]"    ,           ,        ,               ,          ,              , "[0.141415, 0.164872, 0.165922]" , 0.011313      , 
time_complexity_precomputed, boruvka_n10000               , mst        , blobs         ,     10000,         10, boruvka  , precomputed,           5,                 ,      ,      20,        ,         3,    0.805726,       10681282,       10.68,        9999,            1544,  1635.2887147703786 , 0.32505717508200943, inf                , "[10000, 5]"   ,           ,        ,               ,          ,              , "[0.805726, 0.770852, 0.82114]"  , 0.021036      , 
time_complexity_precomputed, kruskal_n10000               , mst        , blobs         ,     10000,         10, kruskal  , precomputed,           5,                 ,      ,      20,        ,         3,    0.333345,       10764708,       10.76,        9999,            1424,  1998.353376487666  , 0.4032649078368676 , inf                , "[10000, 5]"   ,           ,        ,               ,          ,              , "[0.333345, 0.339153, 0.323046]" , 0.00666       , 
time_complexity_precomputed, boruvka_n20000               , mst        , blobs         ,     20000,         10, boruvka  , precomputed,           5,                 ,      ,      20,        ,         3,    1.627792,       21310126,       21.31,       19999,            2879,  3416.2189171573273 , 0.3745142651885398 , inf                , "[20000, 5]"   ,           ,        ,               ,          ,              , "[1.527871, 1.630297, 1.627792]" , 0.047705      , 
time_complexity_precomputed, kruskal_n20000               , mst        , blobs         ,     20000,         10, kruskal  , precomputed,           5,                 ,      ,      20,        ,         3,    0.673415,       20902086,       20.9 ,       19999,            3123,  3060.0943124712276 , 0.3008764413585933 , inf                , "[20000, 5]"   ,           ,        ,               ,          ,              , "[0.673415, 0.59703, 0.684529]"  , 0.038893      , 
time_complexity_precomputed, boruvka_n50000               , mst        , blobs         ,     50000,         10, boruvka  , precomputed,           5,                 ,      ,      20,        ,         3,    4.030995,       52786194,       52.79,       49999,            7071,  7450.597112712459  , 0.3141577500288823 , inf                , "[50000, 5]"   ,           ,        ,               ,          ,              , "[4.167897, 3.49372, 4.030995]"  , 0.29096       , 
time_complexity_precomputed, kruskal_n50000               , mst        , blobs         ,     50000,         10, kruskal  , precomputed,           5,                 ,      ,      20,        ,         3,    1.721256,       52201404,       52.2 ,       49999,            7082,  7541.829763955428  , 0.33126197784288824, inf                , "[50000, 5]"   ,           ,        ,               ,          ,              , "[1.721256, 1.739348, 1.71917]"  , 0.009061      , 
time_complexity_precomputed, boruvka_n100000              , mst        , blobs         ,    100000,         10, boruvka  , precomputed,           5,                 ,      ,      20,        ,         3,    8.062704,      106818810,      106.82,       99999,           13096, 14793.07184463842   , 0.3291148514144602 , inf                , "[100000, 5]"  ,           ,        ,               ,          ,              , "[8.303006, 8.062704, 7.024378]" , 0.554853      , 
time_complexity_precomputed, kruskal_n100000              , mst        , blobs         ,    100000,         10, kruskal  , precomputed,           5,                 ,      ,      20,        ,         3,    3.274264,      107088480,      107.09,       99999,           12998, 15127.16718313883   , 0.3371203136769007 , inf                , "[100000, 5]"  ,           ,        ,               ,          ,              , "[3.255994, 3.274264, 3.45775]"  , 0.091108      , 
precomputed_density        , boruvka_density0.0001        , mst_density, blobs         ,      5000,         10, boruvka  , precomputed,           5,                 ,      ,        ,  0.0001,         3,    0.300075,        1054555,        1.05,        4999,            4894,   568.9434482625553 , 6.402844139112437  , inf                , "[5000, 5]"    ,           ,        ,               ,     10000,      0.0004  , "[0.283362, 0.300075, 0.303104]" , 0.008681      , 
precomputed_density        , kruskal_density0.0001        , mst_density, blobs         ,      5000,         10, kruskal  , precomputed,           5,                 ,      ,        ,  0.0001,         3,    0.119342,        1054555,        1.05,        4999,            4890,   597.2465615960525 , 6.840012474816835  , inf                , "[5000, 5]"    ,           ,        ,               ,     10000,      0.0004  , "[0.117165, 0.119342, 0.119834]" , 0.00116       , 
precomputed_density        , boruvka_density0.001         , mst_density, blobs         ,      5000,         10, boruvka  , precomputed,           5,                 ,      ,        ,  0.001 ,         3,    0.404386,        2568150,        2.57,        4999,            2245, 13987.16482853977   , 6.2272737254201544 , inf                , "[5000, 5]"    ,           ,        ,               ,     24994,      0.001   , "[0.404438, 0.404386, 0.397532]" , 0.003243      , 
precomputed_density        , kruskal_density0.001         , mst_density, blobs         ,      5000,         10, kruskal  , precomputed,           5,                 ,      ,        ,  0.001 ,         3,    0.159821,        2568150,        2.57,        4999,            2183, 14168.371398005362  , 6.99092140620627   , inf                , "[5000, 5]"    ,           ,        ,               ,     24994,      0.001   , "[0.156042, 0.159821, 0.164304]" , 0.003377      , 
precomputed_density        , boruvka_density0.01          , mst_density, blobs         ,      5000,         10, boruvka  , precomputed,           5,                 ,      ,        ,  0.01  ,         3,    0.469307,       25288706,       25.29,        4999,               0,  8456.730496867822  , 4.738259984681636  , 1.6828650761567479 , "[5000, 5]"    ,           ,        ,               ,    249950,      0.009998, "[0.469307, 0.460737, 0.471795]" , 0.004736      , 
precomputed_density        , kruskal_density0.01          , mst_density, blobs         ,      5000,         10, kruskal  , precomputed,           5,                 ,      ,        ,  0.01  ,         3,    0.238319,       25288706,       25.29,        4999,               0,  9286.016904454198  , 4.595844383565419  , 1.8488833955404815 , "[5000, 5]"    ,           ,        ,               ,    249950,      0.009998, "[0.232857, 0.239849, 0.238319]" , 0.003001      , 
precomputed_density        , boruvka_density0.1           , mst_density, blobs         ,      5000,         10, boruvka  , precomputed,           5,                 ,      ,        ,  0.1   ,         3,    0.951822,      252493256,      252.49,        4999,               0,  1802.9898208843326 , 3.6017628394077317 , 0.35568501531432284, "[5000, 5]"    ,           ,        ,               ,   2499500,      0.09998 , "[0.962608, 0.934911, 0.951822]" , 0.011399      , 
precomputed_density        , kruskal_density0.1           , mst_density, blobs         ,      5000,         10, kruskal  , precomputed,           5,                 ,      ,        ,  0.1   ,         3,    0.927744,      252493256,      252.49,        4999,               0,  1505.642083497663  , 3.981276745678533  , 0.2955324420473556 , "[5000, 5]"    ,           ,        ,               ,   2499500,      0.09998 , "[0.919176, 0.943281, 0.927744]" , 0.009977      , 
precomputed_density        , boruvka_density1.0           , mst_density, blobs         ,      5000,         10, boruvka  , precomputed,           5,                 ,      ,        ,  1.0   ,         3,    6.362335,     2524538820,     2524.54,        4999,               0,  1088.3636050307205 , 3.9004478867570165 , 0.21269565829869916, "[5000, 5]"    ,           ,        ,               ,  24995000,      0.9998  , "[6.503861, 6.202564, 6.362335]" , 0.123079      , 
precomputed_density        , kruskal_density1.0           , mst_density, blobs         ,      5000,         10, kruskal  , precomputed,           5,                 ,      ,        ,  1.0   ,         3,    9.840465,     2524538820,     2524.54,        4999,               0,  1216.6951303970054 , 3.449365446245308  , 0.238178319287168  , "[5000, 5]"    ,           ,        ,               ,  24995000,      0.9998  , "[9.770676, 9.840465, 10.268438]", 0.22005       , 
